IPK,Mata Kuliah Tidak Lulus,Jumlah Cuti Akademik,Pekerjaan Sambil Kuliah,Jumlah Semester,Status Kelulusan,IPS Rata-rata,IPS Semester Akhir,IPS Tren,Kategori Kehadiran
2.78,5,0,Tidak,10,0,3.163,3.34,0.08000000000000007,Rendah
3.13,2,0,Ya,10,0,3.05,2.55,-0.6000000000000001,Tinggi
3.69,4,1,Tidak,14,1,2.9821428571428577,3.31,0.010000000000000231,Rendah
2.84,3,2,Ya,13,0,2.904615384615385,3.72,0.13000000000000034,Tinggi
2.24,5,2,Tidak,9,1,3.1500000000000004,3.33,0.18000000000000016,Sedang
2.04,3,2,Ya,13,1,2.6530769230769233,2.06,-0.33999999999999986,Tinggi
2.65,4,2,Tidak,14,0,2.774285714285714,2.44,-0.4500000000000002,Sedang
2.5,4,2,Ya,14,0,2.9557142857142855,2.91,-0.9299999999999997,Tinggi
2.39,1,2,Ya,9,1,3.066666666666667,2.17,-0.9100000000000001,Sedang
2.75,3,2,Ya,7,1,3.2885714285714287,3.69,-0.2200000000000002,Tinggi
3.19,2,1,Ya,13,0,2.9238461538461538,3.61,0.6299999999999999,Rendah
2.96,2,2,Tidak,9,1,2.986666666666667,2.78,-1.2100000000000004,Sedang
2.33,4,0,Tidak,13,0,2.9576923076923074,3.53,0.9699999999999998,Tinggi
2.46,5,1,Ya,13,1,2.766153846153846,3.67,0.9199999999999999,Sedang
2.78,1,1,Ya,12,0,2.7825,3.43,-0.11999999999999966,Tinggi
2.79,0,1,Ya,10,0,3.0640000000000005,3.37,0.6800000000000002,Sedang
2.6,3,0,Ya,8,0,3.06625,2.02,-1.9,Rendah
3.91,3,2,Ya,11,1,3.0399999999999996,2.13,-0.94,Rendah
2.56,4,2,Tidak,7,0,3.1128571428571425,2.16,-0.81,Rendah
2.29,3,2,Tidak,12,0,2.8216666666666668,3.41,-0.029999999999999805,Tinggi
2.52,5,0,Ya,13,1,3.102307692307692,3.01,-0.54,Rendah
3.57,4,0,Tidak,11,0,2.966363636363636,2.4,-0.3900000000000001,Sedang
3.93,5,1,Tidak,10,0,3.1089999999999995,3.65,1.4299999999999997,Rendah
2.11,3,0,Ya,8,0,3.5250000000000004,3.59,0.19999999999999973,Tinggi
2.61,5,2,Tidak,14,0,3.1971428571428566,2.64,-0.6199999999999997,Rendah
3.05,3,2,Ya,14,1,3.3192857142857144,2.61,-0.18000000000000016,Sedang
3.73,4,0,Tidak,7,0,3.0228571428571427,3.01,0.8599999999999999,Sedang
2.14,1,1,Ya,7,1,2.9628571428571426,3.12,-0.6399999999999997,Rendah
2.91,0,0,Tidak,12,1,3.2741666666666664,3.8,0.18999999999999995,Sedang
2.87,0,1,Ya,13,0,3.0138461538461536,3.29,0.9500000000000002,Tinggi
3.34,3,2,Tidak,7,1,3.13,3.17,-0.77,Sedang
2.27,5,0,Ya,14,1,2.755714285714286,2.19,-0.5800000000000001,Tinggi
2.89,5,0,Tidak,11,1,3.271818181818182,3.7,0.5800000000000001,Rendah
2.31,3,2,Tidak,7,1,3.1114285714285717,2.81,-0.20999999999999996,Sedang
3.43,0,0,Ya,8,0,2.94375,2.75,-0.79,Sedang
2.51,4,1,Ya,7,0,3.3057142857142856,3.33,-0.04999999999999982,Rendah
2.43,0,0,Tidak,10,0,3.195,3.02,0.54,Rendah
2.32,4,0,Tidak,10,0,3.1770000000000005,2.35,-0.5699999999999998,Rendah
2.4,1,2,Ya,8,0,2.98,2.64,-0.6299999999999999,Sedang
3.62,0,1,Ya,13,1,2.7907692307692304,2.01,-0.77,Rendah
2.24,4,1,Ya,10,1,3.2310000000000003,3.63,-0.25,Sedang
3.6,5,1,Ya,11,0,2.817272727272727,2.16,0.15000000000000036,Rendah
3.47,5,1,Ya,13,0,3.256153846153846,2.27,-1.25,Tinggi
2.07,5,2,Tidak,8,0,3.2437500000000004,3.42,0.1499999999999999,Rendah
2.38,0,2,Ya,8,0,3.015,2.68,-0.9299999999999997,Tinggi
3.58,2,0,Tidak,12,1,3.1425,2.28,-1.52,Tinggi
2.77,1,2,Ya,9,1,2.9144444444444444,2.03,-0.3900000000000001,Rendah
3.31,5,2,Tidak,11,1,3.36,3.19,-0.31000000000000005,Rendah
3.53,0,2,Ya,11,0,2.69,2.43,-1.0,Tinggi
3.92,1,1,Ya,10,1,3.005,2.48,-0.8199999999999998,Tinggi
2.3,3,1,Ya,14,0,2.9478571428571425,3.56,0.14000000000000012,Rendah
2.54,5,0,Ya,8,1,2.59875,2.26,-0.17000000000000037,Sedang
3.94,4,1,Tidak,8,1,2.9987500000000002,3.07,0.9099999999999997,Rendah
2.12,3,2,Tidak,14,0,3.167142857142857,3.06,-0.6600000000000001,Sedang
3.4,4,1,Tidak,9,0,2.9066666666666663,2.29,-1.1800000000000002,Tinggi
2.94,4,2,Ya,10,0,2.902,3.67,0.3500000000000001,Rendah
2.1,3,2,Tidak,14,1,2.94,2.33,-0.45999999999999996,Rendah
3.88,3,2,Ya,11,1,2.880909090909091,3.88,1.38,Tinggi
3.07,5,0,Ya,11,1,2.9590909090909094,3.45,0.4400000000000004,Sedang
3.85,2,1,Ya,8,1,3.1375,3.17,0.20999999999999996,Rendah
2.92,3,0,Tidak,9,1,3.1033333333333335,2.63,-1.0700000000000003,Rendah
3.56,1,2,Ya,10,1,2.9000000000000004,2.68,-0.2799999999999998,Rendah
2.94,5,2,Tidak,9,1,3.202222222222222,3.56,-0.43999999999999995,Rendah
3.34,5,1,Tidak,9,1,3.272222222222222,3.38,-0.5900000000000003,Rendah
2.81,3,2,Tidak,7,0,3.1942857142857144,3.8,0.8799999999999999,Tinggi
2.23,5,2,Tidak,14,1,3.2600000000000002,3.9,0.3599999999999999,Rendah
2.57,0,1,Tidak,9,1,2.963333333333333,2.7,0.6800000000000002,Sedang
2.21,3,0,Tidak,8,1,2.725,2.07,0.06999999999999984,Tinggi
2.55,4,1,Tidak,10,0,3.286,3.47,-0.13999999999999968,Rendah
3.65,2,2,Ya,7,1,3.001428571428572,3.14,1.1100000000000003,Sedang
2.71,3,0,Tidak,14,1,2.9164285714285714,3.61,0.9899999999999998,Tinggi
3.02,1,1,Tidak,14,1,2.6442857142857146,3.28,0.44999999999999973,Tinggi
3.02,1,0,Tidak,12,1,2.8091666666666675,2.43,-0.06999999999999984,Rendah
2.55,2,1,Ya,13,0,3.203076923076923,2.86,-0.3999999999999999,Sedang
3.17,5,0,Ya,10,1,3.018,3.23,-0.4900000000000002,Tinggi
2.09,0,0,Ya,12,1,2.7925000000000004,2.53,-0.06000000000000005,Rendah
3.38,3,2,Ya,8,1,3.29,3.65,-0.29000000000000004,Tinggi
2.02,4,0,Ya,8,0,2.9125,2.41,-1.06,Tinggi
3.88,5,1,Ya,9,0,2.7433333333333336,2.62,0.5100000000000002,Tinggi
2.94,2,0,Tidak,14,1,3.1928571428571426,3.98,0.48,Rendah
2.32,0,2,Tidak,8,0,3.0912499999999996,3.14,-0.8199999999999998,Tinggi
2.61,1,0,Ya,13,0,2.9476923076923076,3.47,-0.27,Rendah
3.2,4,0,Tidak,11,1,2.9463636363636367,2.72,0.6000000000000001,Rendah
2.64,1,1,Tidak,9,1,3.033333333333333,2.48,-0.10000000000000009,Rendah
2.57,0,2,Ya,8,0,3.485,3.58,-0.31000000000000005,Tinggi
3.2,3,0,Tidak,13,1,2.987692307692308,3.28,-0.15000000000000036,Rendah
3.97,1,2,Tidak,11,0,2.9981818181818185,2.42,-0.6200000000000001,Rendah
2.65,0,2,Ya,9,1,3.2544444444444443,2.39,-1.44,Rendah
3.01,0,0,Ya,12,1,3.098333333333333,3.19,0.5299999999999998,Tinggi
3.15,4,2,Tidak,12,0,3.0325,2.13,-1.2800000000000002,Rendah
3.29,4,2,Ya,11,1,2.8454545454545457,2.76,0.13999999999999968,Rendah
3.92,1,2,Tidak,14,1,2.9928571428571424,2.44,-0.6499999999999999,Sedang
2.92,1,0,Tidak,11,0,3.002727272727273,2.34,-1.4300000000000002,Sedang
3.07,2,2,Tidak,12,1,3.0549999999999997,3.25,0.08000000000000007,Rendah
2.05,1,1,Ya,13,0,2.934615384615385,3.63,1.04,Tinggi
3.79,5,1,Tidak,13,0,3.0653846153846156,3.55,1.5099999999999998,Sedang
3.52,3,2,Tidak,13,1,3.3069230769230766,3.8,0.13999999999999968,Rendah
2.16,5,1,Ya,9,0,3.0,3.96,0.2799999999999998,Sedang
3.58,3,0,Ya,9,0,2.7222222222222223,2.55,-0.20999999999999996,Sedang
2.11,2,1,Tidak,8,1,2.945,3.98,1.0299999999999998,Sedang
3.76,5,1,Ya,9,1,2.8655555555555554,2.58,0.040000000000000036,Rendah
2.96,5,1,Ya,11,0,2.7763636363636364,2.66,0.6100000000000003,Sedang
3.95,3,1,Tidak,7,0,3.224285714285714,3.02,-0.14000000000000012,Rendah
2.96,0,1,Ya,8,0,2.955,2.41,0.0,Sedang
2.33,2,0,Tidak,11,1,3.0454545454545454,3.58,0.9300000000000002,Rendah
3.2,3,2,Tidak,8,0,2.98,2.14,-1.2799999999999998,Sedang
2.73,0,1,Tidak,14,0,2.8992857142857145,2.62,-0.9499999999999997,Tinggi
3.1,4,0,Ya,14,0,3.184285714285714,3.05,-0.2200000000000002,Rendah
2.14,3,2,Tidak,13,1,2.9723076923076923,3.8,1.2999999999999998,Sedang
2.17,4,2,Tidak,13,1,2.8046153846153845,2.58,-0.71,Sedang
2.35,4,1,Tidak,14,0,2.981428571428571,2.97,-0.04999999999999982,Rendah
2.18,1,1,Ya,11,0,2.86,2.89,-0.5499999999999998,Tinggi
3.32,0,1,Ya,10,0,2.8419999999999996,2.31,-1.1099999999999999,Sedang
3.59,3,1,Tidak,10,0,3.0200000000000005,2.48,0.040000000000000036,Tinggi
3.03,3,2,Ya,14,0,3.064285714285714,2.61,-0.14000000000000012,Tinggi
2.61,0,0,Ya,8,0,2.9025,3.74,1.2100000000000004,Sedang
3.93,0,0,Tidak,13,0,2.8515384615384622,2.56,-0.16000000000000014,Rendah
3.08,1,1,Ya,7,1,3.3814285714285717,2.83,-0.9899999999999998,Rendah
2.96,2,1,Ya,14,1,3.0749999999999997,3.45,0.5,Rendah
3.49,0,1,Ya,11,0,2.943636363636364,2.02,-0.73,Rendah
2.11,5,2,Tidak,12,0,2.7816666666666667,2.06,-1.4300000000000002,Rendah
2.47,3,2,Tidak,9,1,3.263333333333333,3.79,1.13,Tinggi
3.26,2,0,Ya,8,0,3.01375,3.42,0.1299999999999999,Rendah
2.81,1,0,Tidak,10,1,2.549,2.39,-0.020000000000000018,Tinggi
2.52,2,2,Ya,8,0,2.76125,2.78,0.7399999999999998,Sedang
2.55,5,1,Ya,8,0,3.0949999999999998,3.14,0.30000000000000027,Rendah
2.95,3,1,Ya,13,0,3.427692307692308,3.89,0.94,Sedang
3.93,4,2,Ya,14,1,2.871428571428571,2.72,-0.2799999999999998,Rendah
2.84,1,1,Ya,14,0,3.1242857142857146,3.54,-0.20999999999999996,Rendah
3.76,0,1,Ya,7,0,2.8799999999999994,3.79,1.37,Sedang
3.85,2,1,Tidak,12,1,2.9599999999999995,3.73,0.31000000000000005,Tinggi
2.92,2,0,Tidak,12,1,3.179166666666666,3.0,-0.2200000000000002,Sedang
2.91,1,1,Ya,7,0,3.06,3.81,0.75,Sedang
2.8,4,0,Tidak,8,0,2.96625,2.55,-0.9500000000000002,Rendah
3.01,1,0,Tidak,7,0,2.924285714285714,2.37,-0.7399999999999998,Rendah
2.15,0,2,Ya,8,1,2.9749999999999996,3.54,1.5300000000000002,Sedang
2.87,4,2,Tidak,12,1,2.9875000000000007,2.41,-1.31,Sedang
2.46,4,2,Tidak,14,0,3.2150000000000003,3.25,0.7000000000000002,Rendah
2.41,3,0,Tidak,9,1,3.3333333333333335,3.79,-0.1200000000000001,Sedang
3.38,0,0,Ya,13,0,3.085384615384616,2.89,-0.8599999999999999,Rendah
3.27,0,1,Ya,11,0,3.0427272727272725,2.74,-0.44999999999999973,Rendah
2.29,0,2,Tidak,10,1,2.864,3.99,0.050000000000000266,Tinggi
2.3,3,1,Ya,8,1,3.3987499999999997,3.18,-0.18999999999999995,Tinggi
2.01,5,2,Tidak,10,1,2.9,2.04,-1.7399999999999998,Sedang
3.42,0,0,Ya,11,0,2.8245454545454547,2.19,-0.6699999999999999,Tinggi
3.47,4,0,Tidak,10,1,3.038,3.09,0.46999999999999975,Tinggi
3.32,4,1,Ya,14,0,3.127857142857143,2.23,-0.7400000000000002,Tinggi
2.85,1,2,Ya,8,0,3.09375,2.93,-1.0499999999999998,Rendah
3.62,1,0,Ya,11,0,2.7109090909090905,2.53,0.4099999999999997,Sedang
2.3,4,0,Ya,14,0,3.145,3.46,0.3999999999999999,Rendah
2.19,5,1,Ya,13,1,2.957692307692308,2.02,-1.58,Rendah
2.04,4,0,Tidak,12,0,2.910833333333333,2.89,0.31000000000000005,Tinggi
3.08,0,2,Ya,9,0,3.2422222222222223,3.97,0.9500000000000002,Rendah
3.3,0,2,Ya,8,1,2.83125,3.39,0.5500000000000003,Rendah
2.64,0,2,Tidak,10,0,3.1550000000000002,3.78,-0.03000000000000025,Rendah
3.47,5,0,Ya,10,1,2.7339999999999995,3.83,1.04,Sedang
2.86,1,2,Tidak,8,1,2.995,3.99,1.79,Tinggi
3.74,5,2,Ya,8,0,3.005,2.95,-0.79,Sedang
2.68,2,2,Ya,8,0,2.5825,2.46,-0.9199999999999999,Sedang
2.49,5,0,Tidak,10,1,3.084,2.78,0.7399999999999998,Tinggi
3.66,3,2,Tidak,9,1,3.005555555555555,3.32,0.8699999999999997,Sedang
2.82,1,1,Ya,10,1,3.024,2.63,-1.17,Tinggi
3.99,0,1,Ya,13,0,2.923076923076924,2.2,-0.2599999999999998,Sedang
3.65,3,0,Tidak,10,0,3.2960000000000003,3.68,0.75,Sedang
2.65,0,0,Ya,14,0,3.3249999999999997,3.84,0.6399999999999997,Tinggi
2.93,1,2,Ya,10,0,2.962,2.3,-1.0900000000000003,Sedang
2.56,0,1,Ya,10,1,3.322,3.89,0.16000000000000014,Sedang
2.66,2,2,Ya,13,1,3.0184615384615388,3.57,-0.3900000000000001,Sedang
2.3,2,1,Ya,10,1,2.98,2.5,-1.19,Rendah
3.75,3,2,Ya,8,1,2.88625,2.57,0.43999999999999995,Tinggi
2.25,3,2,Ya,13,0,2.83,3.23,0.3599999999999999,Rendah
3.09,3,1,Tidak,9,1,2.572222222222222,2.49,0.0900000000000003,Sedang
2.31,1,2,Ya,10,1,3.07,3.94,0.9199999999999999,Sedang
2.72,3,2,Tidak,12,0,2.7566666666666664,2.56,-0.1200000000000001,Rendah
3.14,4,1,Ya,13,0,3.12923076923077,3.36,0.9499999999999997,Sedang
3.24,4,1,Tidak,8,1,2.8025,2.38,0.29000000000000004,Rendah
3.4,0,2,Ya,14,0,2.972142857142857,3.65,1.1099999999999999,Rendah
2.61,3,1,Tidak,11,0,2.9236363636363634,2.36,-1.04,Rendah
3.73,1,0,Tidak,10,0,3.063,2.52,0.27,Rendah
2.13,2,0,Ya,12,1,2.799166666666667,3.92,0.8500000000000001,Sedang
3.2,3,1,Ya,10,0,2.755,2.04,-1.15,Tinggi
3.65,3,2,Tidak,12,1,2.9825,3.61,1.1,Sedang
2.76,3,2,Ya,9,0,3.1044444444444443,3.47,0.75,Tinggi
3.35,4,2,Tidak,12,1,3.0158333333333336,2.02,-0.9700000000000002,Rendah
2.81,2,0,Ya,7,1,2.7542857142857144,2.02,-0.75,Tinggi
2.12,2,2,Ya,14,0,3.1349999999999993,3.42,-0.050000000000000266,Tinggi
3.45,4,2,Ya,10,0,2.702,2.88,-0.03000000000000025,Rendah
2.43,3,2,Ya,9,0,2.6744444444444446,2.19,-0.18000000000000016,Rendah
2.47,5,1,Ya,7,0,3.2142857142857144,3.73,0.08000000000000007,Tinggi
3.89,0,0,Tidak,13,1,2.8615384615384616,3.06,-0.71,Sedang
2.06,0,2,Ya,12,0,3.06,2.9,0.1200000000000001,Sedang
2.62,1,0,Tidak,14,0,2.8164285714285713,2.29,-0.7799999999999998,Rendah
3.7,1,0,Tidak,10,0,3.04,3.15,0.10999999999999988,Sedang
3.94,5,1,Ya,7,1,3.042857142857143,3.7,0.7800000000000002,Tinggi
2.48,0,0,Ya,8,0,3.07375,3.35,0.16999999999999993,Sedang
2.57,5,1,Tidak,7,0,3.2357142857142853,2.78,-0.6700000000000004,Sedang
2.14,5,0,Tidak,8,1,2.8625000000000003,3.52,1.1600000000000001,Rendah
2.52,5,0,Tidak,10,0,3.038,3.44,0.5499999999999998,Sedang
3.45,1,2,Tidak,12,0,2.985,3.46,1.0699999999999998,Tinggi
3.9,2,1,Ya,9,0,2.608888888888889,2.41,0.40000000000000036,Tinggi
2.72,1,1,Tidak,8,0,2.8237500000000004,2.71,-0.45999999999999996,Rendah
3.61,4,2,Ya,8,0,3.2225,3.36,0.33999999999999986,Rendah
2.68,4,2,Tidak,13,0,3.213846153846154,3.74,0.2100000000000004,Sedang
2.86,1,1,Tidak,12,0,2.9166666666666665,3.9,1.27,Sedang
3.93,3,1,Tidak,10,1,2.8080000000000003,3.41,0.6200000000000001,Tinggi
2.02,5,0,Tidak,7,1,3.0900000000000003,3.17,-0.43000000000000016,Tinggi
3.88,4,0,Tidak,11,1,3.0863636363636364,2.9,-0.3500000000000001,Rendah
3.61,5,0,Tidak,7,1,3.0842857142857136,3.29,0.7999999999999998,Tinggi
3.86,5,1,Tidak,10,0,2.822,2.79,0.41999999999999993,Sedang
2.24,5,1,Tidak,9,1,3.4022222222222225,3.48,-0.040000000000000036,Rendah
2.8,1,0,Ya,9,0,2.7577777777777777,3.85,0.26000000000000023,Sedang
2.35,2,1,Ya,7,0,2.8871428571428575,2.23,-1.21,Sedang
3.67,1,0,Ya,14,0,3.093571428571429,3.7,0.6800000000000002,Rendah
2.33,2,2,Tidak,9,0,2.897777777777778,2.8,-0.3500000000000001,Sedang
3.61,0,0,Tidak,7,0,3.2085714285714286,2.09,-1.62,Sedang
3.25,4,2,Tidak,13,0,2.875384615384615,2.3,-1.1300000000000003,Sedang
2.0,5,0,Tidak,10,1,2.954,2.23,-0.41000000000000014,Rendah
2.09,5,2,Ya,9,0,3.1855555555555557,2.62,0.43000000000000016,Sedang
2.08,3,0,Tidak,7,1,2.8428571428571425,2.19,-0.8000000000000003,Tinggi
3.08,4,1,Tidak,12,0,3.0116666666666667,2.78,-0.5300000000000002,Rendah
2.13,0,0,Tidak,11,1,2.940909090909091,2.17,-1.7600000000000002,Rendah
3.62,0,1,Tidak,14,0,3.075714285714285,3.98,1.29,Sedang
3.94,4,0,Tidak,7,1,3.141428571428572,2.05,-1.4100000000000001,Tinggi
2.77,1,0,Tidak,8,0,2.6725,2.08,-0.8799999999999999,Sedang
3.05,4,1,Tidak,9,0,3.123333333333333,2.77,0.08000000000000007,Sedang
2.74,3,0,Ya,8,1,3.27375,3.53,1.0899999999999999,Sedang
2.49,2,0,Ya,9,0,3.238888888888889,2.16,-0.9499999999999997,Rendah
3.39,2,1,Ya,11,1,3.0454545454545454,3.04,-0.7199999999999998,Rendah
2.67,0,2,Tidak,13,0,2.773076923076923,2.04,-0.5299999999999998,Sedang
2.89,5,0,Ya,14,0,2.9364285714285714,2.88,0.6000000000000001,Rendah
2.75,0,0,Ya,8,1,2.7025,2.16,-0.48999999999999977,Tinggi
3.59,1,1,Ya,10,1,3.197,3.18,0.8800000000000003,Rendah
2.85,2,0,Tidak,9,1,2.871111111111111,3.52,0.9700000000000002,Tinggi
2.94,0,2,Ya,9,1,2.542222222222222,2.02,-0.1200000000000001,Tinggi
3.95,5,2,Tidak,14,0,2.8299999999999996,3.37,1.33,Rendah
3.63,3,1,Tidak,9,1,2.7033333333333336,3.7,1.3000000000000003,Sedang
2.32,3,1,Tidak,8,0,3.1637500000000003,3.58,0.81,Rendah
2.36,2,2,Ya,7,1,2.967142857142857,2.96,-0.7400000000000002,Tinggi
3.24,4,2,Tidak,8,1,3.06625,2.04,-1.2599999999999998,Tinggi
3.33,5,0,Tidak,12,0,2.9724999999999997,3.12,0.73,Sedang
2.62,0,0,Ya,9,0,2.956666666666667,2.2,0.0,Rendah
3.08,1,2,Ya,13,0,2.8692307692307697,2.31,-0.5099999999999998,Sedang
2.41,1,2,Tidak,10,0,3.255,3.71,1.4699999999999998,Sedang
3.87,5,0,Ya,11,0,2.8127272727272725,3.58,-0.1200000000000001,Sedang
3.08,3,0,Tidak,13,1,2.8599999999999994,3.09,0.8300000000000001,Sedang
2.67,4,1,Tidak,13,1,2.794615384615384,3.69,1.37,Tinggi
3.2,3,1,Ya,14,1,3.055,2.97,0.41000000000000014,Rendah
3.53,2,1,Tidak,14,0,3.067142857142857,3.67,-0.16999999999999993,Sedang
3.35,3,2,Tidak,12,0,2.9691666666666663,3.78,1.0299999999999998,Rendah
3.26,3,1,Ya,11,0,3.133636363636364,2.06,-1.17,Rendah
2.71,4,0,Tidak,12,0,2.9058333333333337,3.16,0.6100000000000003,Sedang
3.5,3,2,Tidak,8,1,2.88125,2.08,-0.48,Tinggi
2.02,5,2,Ya,14,0,3.1535714285714285,2.7,-0.31999999999999984,Rendah
2.68,2,1,Tidak,8,0,3.07,3.92,1.38,Sedang
2.7,1,2,Tidak,13,1,3.056923076923077,3.63,0.4099999999999997,Rendah
2.55,5,1,Ya,11,1,3.078181818181818,3.4,-0.3500000000000001,Rendah
2.51,1,1,Ya,13,1,3.0338461538461536,3.67,0.3599999999999999,Sedang
3.36,5,0,Ya,8,1,2.7387500000000005,3.52,1.15,Rendah
2.69,4,0,Ya,8,0,3.23375,3.04,-0.52,Rendah
2.92,2,1,Ya,7,0,3.141428571428572,2.14,-1.4699999999999998,Sedang
2.69,3,1,Tidak,13,1,2.6953846153846155,2.04,-1.02,Rendah
3.44,3,1,Tidak,7,0,2.8185714285714285,2.53,-0.4600000000000004,Tinggi
2.17,2,2,Ya,12,0,3.2733333333333334,2.81,0.06000000000000005,Sedang
3.48,1,2,Ya,10,1,3.003,2.87,0.5700000000000003,Sedang
3.36,3,0,Ya,11,0,3.4109090909090907,2.8,-0.9500000000000002,Rendah
3.25,1,2,Tidak,11,0,2.83,3.12,1.1,Sedang
2.86,2,1,Ya,8,1,3.2575000000000003,2.29,-1.1800000000000002,Rendah
2.2,2,2,Tidak,11,1,2.6754545454545453,2.62,0.3200000000000003,Sedang
2.79,0,0,Ya,7,0,3.3099999999999996,2.79,-0.4500000000000002,Sedang
2.92,5,1,Ya,10,1,3.049,2.8,-0.050000000000000266,Rendah
3.19,3,2,Ya,13,1,2.910769230769231,3.95,1.5500000000000003,Tinggi
3.48,4,2,Tidak,12,0,3.233333333333334,3.94,1.58,Tinggi
2.14,5,1,Tidak,11,0,3.2100000000000004,3.33,0.41999999999999993,Sedang
3.85,1,0,Ya,10,1,2.9520000000000004,3.92,1.29,Rendah
3.56,2,2,Ya,7,0,3.117142857142857,3.29,0.10999999999999988,Rendah
2.29,2,2,Tidak,10,0,3.002,2.21,-1.6800000000000002,Rendah
3.7,4,1,Ya,10,0,2.755,3.7,1.58,Tinggi
3.27,4,2,Ya,13,1,2.8969230769230774,2.27,-0.3500000000000001,Sedang
3.24,2,1,Ya,7,1,2.9014285714285712,2.29,-1.1,Tinggi
2.97,3,1,Tidak,14,0,2.795714285714286,3.11,0.5699999999999998,Tinggi
2.65,0,0,Tidak,12,1,2.6750000000000003,2.86,0.27,Sedang
2.39,2,0,Tidak,7,0,3.3528571428571428,3.28,-0.18000000000000016,Sedang
2.1,5,2,Ya,9,0,2.9166666666666665,2.95,-0.48999999999999977,Sedang
3.36,1,0,Tidak,12,0,2.955,3.7,0.5700000000000003,Sedang
2.29,2,2,Tidak,8,0,2.75,2.39,-0.20999999999999996,Sedang
3.36,4,0,Tidak,9,0,2.8944444444444444,2.03,-1.1,Rendah
3.52,5,2,Tidak,14,0,2.795000000000001,2.52,0.4700000000000002,Sedang
3.52,2,0,Ya,9,0,3.0,2.28,-0.9000000000000004,Rendah
3.32,1,0,Tidak,11,1,2.707272727272727,2.84,0.79,Tinggi
2.33,2,0,Tidak,13,0,2.7176923076923076,3.47,0.4700000000000002,Rendah
2.99,4,1,Ya,14,0,3.1207142857142856,2.95,-0.2799999999999998,Tinggi
2.86,3,0,Tidak,7,1,3.15,3.65,0.73,Tinggi
2.16,2,1,Ya,9,0,2.852222222222222,2.18,-1.6999999999999997,Sedang
2.47,1,2,Ya,12,0,3.3433333333333333,3.77,-0.1499999999999999,Sedang
3.01,4,2,Tidak,8,0,3.0199999999999996,3.21,0.33000000000000007,Rendah
2.84,1,2,Ya,9,1,3.268888888888889,3.37,1.2800000000000002,Rendah
2.97,5,1,Ya,13,1,3.199230769230769,2.62,-1.0099999999999998,Rendah
3.75,0,1,Ya,11,0,2.881818181818182,2.4,0.06000000000000005,Tinggi
2.29,2,2,Ya,10,1,2.8470000000000004,2.1,-1.15,Rendah
2.37,4,2,Tidak,11,1,2.8554545454545455,2.85,0.040000000000000036,Sedang
2.74,3,2,Ya,12,1,3.141666666666667,3.41,0.7000000000000002,Sedang
3.74,2,2,Tidak,11,0,2.9863636363636363,3.06,-0.14000000000000012,Rendah
2.16,1,0,Ya,7,1,2.9400000000000004,2.54,-0.45999999999999996,Rendah
3.76,3,2,Ya,10,0,3.024,2.22,-0.7899999999999996,Sedang
2.08,1,2,Ya,12,1,2.769166666666667,3.32,0.45999999999999996,Sedang
3.51,4,2,Ya,9,0,3.376666666666667,3.08,-0.10999999999999988,Sedang
3.87,3,0,Tidak,12,0,2.8158333333333334,2.72,0.4200000000000004,Sedang
3.76,3,2,Ya,8,0,2.8,2.84,-0.22999999999999998,Sedang
2.28,0,2,Ya,9,1,3.3455555555555554,3.82,0.1599999999999997,Tinggi
2.82,1,1,Tidak,12,1,3.1050000000000004,2.99,0.050000000000000266,Rendah
3.29,4,2,Tidak,14,0,2.5507142857142857,2.18,-0.17999999999999972,Rendah
2.79,4,1,Tidak,10,0,2.9619999999999997,2.4,0.21999999999999975,Rendah
3.03,5,2,Tidak,14,0,2.9664285714285716,2.41,-1.13,Tinggi
2.99,0,2,Ya,13,0,3.0446153846153843,2.84,0.48999999999999977,Sedang
3.75,2,0,Tidak,7,0,3.4785714285714286,2.91,-0.8199999999999998,Sedang
2.14,1,2,Tidak,10,0,2.591,2.23,-0.10999999999999988,Rendah
2.26,0,2,Tidak,9,1,2.81,2.42,0.1299999999999999,Sedang
2.24,3,0,Tidak,14,0,3.1271428571428572,3.59,0.6799999999999997,Rendah
3.21,1,1,Tidak,13,0,2.963076923076924,2.7,0.5300000000000002,Rendah
3.67,1,2,Tidak,8,0,3.1275,3.89,0.5800000000000001,Sedang
3.18,1,1,Ya,12,1,2.9566666666666666,3.76,0.5099999999999998,Tinggi
3.27,0,0,Ya,10,1,3.002,2.59,-0.5500000000000003,Rendah
2.8,5,0,Ya,7,1,3.1314285714285717,3.88,0.040000000000000036,Sedang
3.22,4,2,Tidak,14,0,3.1414285714285706,2.61,-0.6800000000000002,Sedang
2.17,3,0,Ya,14,1,3.163571428571429,2.36,-1.48,Sedang
2.78,5,2,Ya,12,1,3.2116666666666673,3.16,-0.41999999999999993,Tinggi
2.78,2,2,Ya,7,0,2.948571428571429,2.65,-0.5500000000000003,Rendah
2.46,5,1,Tidak,10,0,2.7470000000000003,2.94,0.18000000000000016,Rendah
3.41,3,0,Tidak,11,1,2.6709090909090913,2.88,0.6499999999999999,Tinggi
3.36,4,0,Ya,10,0,3.057,2.43,-1.0299999999999998,Tinggi
2.64,4,0,Ya,8,0,2.76,2.77,0.5,Sedang
2.49,0,0,Tidak,10,0,2.9840000000000004,2.65,-0.5900000000000003,Sedang
3.12,3,2,Ya,14,0,2.962142857142857,2.45,-0.3099999999999996,Rendah
